,posse_de_veiculo,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
6730,Y,3,30.487671232876718,8.882191780821918,1,1,0,0,5.0,True,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6731,N,1,41.032876712328765,18.553424657534247,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6732,Y,0,26.16986301369863,4.293150684931507,1,0,0,0,1.0,False,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6733,Y,0,26.16986301369863,4.293150684931507,1,0,0,0,1.0,False,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6734,Y,1,43.20821917808219,10.967123287671232,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6735,Y,1,43.20821917808219,10.967123287671232,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6736,N,0,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6737,N,0,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6738,N,0,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6739,N,0,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6740,N,0,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6741,N,0,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6742,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6743,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6744,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6745,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6746,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6747,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6748,N,1,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6749,N,0,52.36438356164384,7.715068493150685,1,0,1,1,2.0,False,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6750,N,2,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6751,N,2,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6752,N,2,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6753,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6754,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6755,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6756,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6757,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6758,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6759,Y,0,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6760,Y,0,52.14246575342466,1.1287671232876713,1,1,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6761,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6762,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6763,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6764,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6765,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6766,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6767,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6768,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6769,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6770,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6771,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6772,Y,3,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6773,Y,0,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6774,Y,0,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6775,Y,0,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6776,Y,0,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6777,Y,0,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6778,N,1,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6779,N,1,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6780,N,1,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6781,N,1,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6782,N,1,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6783,N,1,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6784,N,1,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6785,N,1,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6786,N,1,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
6787,N,2,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6788,N,2,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6789,N,2,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6790,Y,14,48.64109589041096,4.627397260273972,1,0,0,0,15.0,False,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6791,Y,14,48.64109589041096,4.627397260273972,1,0,0,0,15.0,False,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6792,Y,0,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6793,Y,0,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6794,Y,0,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6795,Y,0,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6796,Y,0,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6797,Y,0,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6798,N,0,59.94794520547945,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6799,N,0,59.94794520547945,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6800,N,0,59.94794520547945,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6801,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6802,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6803,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6804,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6805,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6806,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6807,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6808,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6809,N,0,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6810,N,1,30.638356164383563,0.8767123287671232,1,1,1,0,3.0,False,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6811,N,0,45.73150684931507,5.208219178082191,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6812,Y,0,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6813,Y,0,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6814,Y,0,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6815,N,0,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6816,N,0,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6817,N,0,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6818,N,0,38.94794520547945,18.216438356164385,1,1,1,0,2.0,False,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6819,N,0,63.07123287671233,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6820,N,0,63.07123287671233,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6821,N,0,63.07123287671233,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6822,N,0,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
6823,N,0,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
6824,N,0,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
6825,N,0,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
6826,N,0,42.945205479452056,23.81095890410959,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
6827,N,0,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6828,N,0,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6829,N,0,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6830,N,0,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6831,N,0,52.92328767123288,18.054794520547944,1,1,1,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6832,Y,1,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6833,Y,1,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6834,Y,1,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6835,Y,1,41.23287671232877,4.46027397260274,1,0,0,0,3.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6836,Y,0,57.75342465753425,11.96986301369863,1,1,1,0,2.0,False,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6837,Y,0,57.75342465753425,11.96986301369863,1,1,1,0,2.0,False,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6838,Y,1,36.70958904109589,3.797260273972603,1,0,0,0,3.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6839,N,0,66.58082191780822,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6840,N,0,66.58082191780822,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6841,N,0,54.12054794520548,6.046575342465753,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6842,Y,0,59.23835616438356,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6843,Y,0,59.23835616438356,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6844,N,0,50.17260273972602,13.550684931506847,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6845,N,0,50.17260273972602,13.550684931506847,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6846,N,1,35.74794520547945,1.2054794520547945,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6847,N,1,35.74794520547945,1.2054794520547945,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6848,N,0,57.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6849,N,0,57.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6850,N,0,57.18356164383562,-1000.6657534246576,1,0,0,0,2.0,True,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6851,N,1,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6852,N,1,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6853,N,1,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6854,N,1,46.76164383561644,22.80821917808219,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6855,Y,0,54.11232876712329,7.8,1,0,0,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6856,Y,0,54.11232876712329,7.8,1,0,0,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6857,Y,0,54.11232876712329,7.8,1,0,0,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6858,Y,0,43.86027397260274,12.717808219178082,1,0,0,0,2.0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6859,Y,0,43.86027397260274,12.717808219178082,1,0,0,0,2.0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6860,Y,1,37.394520547945206,4.046575342465753,1,0,0,1,3.0,False,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6861,Y,1,37.394520547945206,4.046575342465753,1,0,0,1,3.0,False,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6862,N,0,57.68767123287671,-1000.6657534246576,1,0,1,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6863,N,0,57.68767123287671,-1000.6657534246576,1,0,1,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6864,N,0,57.68767123287671,-1000.6657534246576,1,0,1,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6865,N,0,57.68767123287671,-1000.6657534246576,1,0,1,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6866,N,0,64.17260273972603,-1000.6657534246576,1,0,0,0,2.0,True,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6867,N,0,64.17260273972603,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6868,N,0,64.17260273972603,-1000.6657534246576,1,0,0,0,2.0,False,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6869,N,0,44.8054794520548,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6870,N,0,62.21095890410959,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6871,N,0,62.21095890410959,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6872,N,0,39.69315068493151,19.638356164383563,1,1,1,0,2.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6873,N,0,39.69315068493151,19.638356164383563,1,1,1,0,2.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6874,N,0,46.96986301369863,2.8767123287671232,1,0,0,1,2.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6875,N,0,40.02465753424657,5.046575342465753,1,1,1,0,2.0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6876,N,0,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6877,N,0,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6878,N,0,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6879,N,0,44.45753424657534,13.2986301369863,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6880,N,0,37.70958904109589,3.043835616438356,1,0,0,0,2.0,False,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6881,N,0,65.32328767123288,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6882,N,0,65.32328767123288,-1000.6657534246576,1,0,1,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6883,N,0,36.8054794520548,9.63013698630137,1,0,0,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6884,N,0,36.8054794520548,9.63013698630137,1,0,0,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6885,N,0,36.8054794520548,9.63013698630137,1,0,0,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
6886,N,1,58.276712328767125,39.65205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6887,N,1,58.276712328767125,39.65205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6888,N,1,58.276712328767125,39.65205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6889,N,1,58.276712328767125,39.65205479452055,1,0,0,1,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6890,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6891,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6892,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6893,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6894,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6895,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6896,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6897,N,0,49.62739726027397,27.72876712328767,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6898,N,1,29.673972602739727,3.46027397260274,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6899,Y,1,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6900,Y,1,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6901,Y,1,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6902,Y,1,30.947945205479453,8.715068493150685,1,1,1,0,3.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
6903,Y,3,38.25753424657534,2.290410958904109,1,0,0,1,5.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6904,Y,3,38.25753424657534,2.290410958904109,1,0,0,1,5.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6905,Y,3,38.25753424657534,2.290410958904109,1,0,0,1,5.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6906,N,1,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6907,N,1,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6908,N,1,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6909,N,1,43.69315068493151,25.64109589041096,1,0,0,0,3.0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
